,accentcity,city,country,geopoint,latitude,longitude,population,region,point_count
9777,Charter Oak,charter oak,us,"[34.1030556, -117.845]",34.1030556,-117.845,9244.0,CA,2
22140,Woodstock,woodstock,us,"[34.1013889, -84.5194444]",34.1013889,-84.5194444,18902.0,GA,4
9568,La Verne,la verne,us,"[34.1008333, -117.7669444]",34.1008333,-117.7669444,33698.0,CA,7
114760,Burkburnett,burkburnett,us,"[34.0977778, -98.5702778]",34.0977778,-98.5702778,10629.0,TX,3
9439,Upland,upland,us,"[34.0975, -117.6475]",34.0975,-117.6475,74230.0,CA,15
9561,Claremont,claremont,us,"[34.0966667, -117.7188889]",34.0966667,-117.7188889,35368.0,CA,8
9532,San Gabriel,san gabriel,us,"[34.0961111, -118.105]",34.0961111,-118.105,41535.0,CA,9
9418,Alhambra,alhambra,us,"[34.0952778, -118.1261111]",34.0952778,-118.1261111,88386.0,CA,18
9365,Fontana,fontana,us,"[34.0922222, -117.4341667]",34.0922222,-117.4341667,169160.0,CA,34
9511,Covina,covina,us,"[34.09, -117.8894444]",34.09,-117.8894444,48688.0,CA,10
9551,West Hollywood,west hollywood,us,"[34.09, -118.3608333]",34.09,-118.3608333,37031.0,CA,8
105353,Irmo,irmo,us,"[34.0858333, -81.1833333]",34.0858333,-81.1833333,11286.0,SC,3
9429,Baldwin Park,baldwin park,us,"[34.0852778, -117.96]",34.0852778,-117.96,80566.0,CA,17
22203,Mountain Park,mountain park,us,"[34.0808333, -84.4113889]",34.0808333,-84.4113889,496.0,GA,1
9485,Rosemead,rosemead,us,"[34.0805556, -118.0719444]",34.0805556,-118.0719444,56066.0,CA,12
9560,Montclair,montclair,us,"[34.0775, -117.6888889]",34.0775,-117.6888889,35729.0,CA,8
22118,Alpharetta,alpharetta,us,"[34.0752778, -84.2941667]",34.0752778,-84.2941667,34869.0,GA,7
9497,Colton,colton,us,"[34.0738889, -117.3127778]",34.0738889,-117.3127778,52335.0,CA,11
9562,Beverly Hills,beverly hills,us,"[34.0736111, -118.3994444]",34.0736111,-118.3994444,35355.0,CA,8
9644,Bloomington,bloomington,us,"[34.0702778, -117.395]",34.0702778,-117.395,22003.0,CA,5
9385,El Monte,el monte,us,"[34.0686111, -118.0266667]",34.0686111,-118.0266667,125372.0,CA,26
9392,West Covina,west covina,us,"[34.0686111, -117.9380556]",34.0686111,-117.9380556,109756.0,CA,22
22136,Acworth,acworth,us,"[34.0658333, -84.6769444]",34.0658333,-84.6769444,19852.0,GA,4
105342,Dentsville,dentsville,us,"[34.0638889, -80.9583333]",34.0638889,-80.9583333,13476.0,SC,3
9363,Ontario,ontario,us,"[34.0633333, -117.65]",34.0633333,-117.65,172808.0,CA,35
9466,Monterey Park,monterey park,us,"[34.0625, -118.1219444]",34.0625,-118.1219444,63193.0,CA,13
80656,Socorro,socorro,us,"[34.0583333, -106.8908333]",34.0583333,-106.8908333,8668.0,NM,2
9446,Redlands,redlands,us,"[34.0555556, -117.1816667]",34.0555556,-117.1816667,70287.0,CA,15
9370,Pomona,pomona,us,"[34.0552778, -117.7513889]",34.0552778,-117.7513889,156183.0,CA,32
22184,Cedartown,cedartown,us,"[34.0536111, -85.255]",34.0536111,-85.255,9726.0,GA,2
9342,Los Angeles,los angeles,us,"[34.0522222, -118.2427778]",34.0522222,-118.2427778,3877129.0,CA,776
9643,South El Monte,south el monte,us,"[34.0519444, -118.0458333]",34.0519444,-118.0458333,22049.0,CA,5
9620,West Puente Valley,west puente valley,us,"[34.0516667, -117.9675]",34.0516667,-117.9675,24134.0,CA,5
22171,Suwanee,suwanee,us,"[34.0513889, -84.0713889]",34.0513889,-84.0713889,11434.0,GA,3
9651,Loma Linda,loma linda,us,"[34.0483333, -117.2602778]",34.0483333,-117.2602778,20802.0,CA,5
9626,Valinda,valinda,us,"[34.0452778, -117.9427778]",34.0452778,-117.9427778,23721.0,CA,5
9692,Avocado Heights,avocado heights,us,"[34.0361111, -117.9902778]",34.0361111,-117.9902778,15832.0,CA,4
9731,Grand Terrace,grand terrace,us,"[34.0338889, -117.3127778]",34.0338889,-117.3127778,12518.0,CA,3
9505,Yucaipa,yucaipa,us,"[34.0336111, -117.0422222]",34.0336111,-117.0422222,50392.0,CA,11
9479,Diamond Bar,diamond bar,us,"[34.0286111, -117.8094444]",34.0286111,-117.8094444,58935.0,CA,12
9386,East Los Angeles,east los angeles,us,"[34.0238889, -118.1711111]",34.0238889,-118.1711111,125157.0,CA,26
22125,Kennesaw,kennesaw,us,"[34.0233333, -84.6155556]",34.0233333,-84.6155556,28439.0,GA,6
22107,Roswell,roswell,us,"[34.0230556, -84.3616667]",34.0230556,-84.3616667,77218.0,GA,16
9538,Culver City,culver city,us,"[34.0211111, -118.3955556]",34.0211111,-118.3955556,40129.0,CA,9
9576,Walnut,walnut,us,"[34.0202778, -117.8644444]",34.0202778,-117.8644444,31720.0,CA,7
9531,La Puente,la puente,us,"[34.02, -117.9486111]",34.02,-117.9486111,42605.0,CA,9
9419,Santa Monica,santa monica,us,"[34.0194444, -118.4902778]",34.0194444,-118.4902778,88338.0,CA,18
105356,Forest Acres,forest acres,us,"[34.0191667, -80.99]",34.0191667,-80.99,10236.0,SC,3
11,Gadsden,gadsden,us,"[34.0141667, -86.0066667]",34.0141667,-86.0066667,36821.0,AL,8
9647,South San Jose Hills,south san jose hills,us,"[34.0127778, -117.9038889]",34.0127778,-117.9038889,21779.0,CA,5
9438,Chino,chino,us,"[34.0122222, -117.6880556]",34.0122222,-117.6880556,75494.0,CA,16
9685,Glen Avon,glen avon,us,"[34.0116667, -117.4838889]",34.0116667,-117.4838889,16249.0,CA,4
9463,Montebello,montebello,us,"[34.0094444, -118.1044444]",34.0094444,-118.1044444,64327.0,CA,13
9714,Malibu,malibu,us,"[34.005, -118.8091667]",34.005,-118.8091667,13769.0,CA,3
22129,Duluth,duluth,us,"[34.0027778, -84.1447222]",34.0027778,-84.1447222,25213.0,GA,6
9715,Commerce,commerce,us,"[34.0005556, -118.1588889]",34.0005556,-118.1588889,13684.0,CA,3
105315,Columbia,columbia,us,"[34.0005556, -81.035]",34.0005556,-81.035,117722.0,SC,24
9575,Rubidoux,rubidoux,us,"[33.9961111, -117.4047222]",33.9961111,-117.4047222,32235.0,CA,7
93352,Durant,durant,us,"[33.9938889, -96.3705556]",33.9938889,-96.3705556,15483.0,OK,4
105348,West Columbia,west columbia,us,"[33.9933333, -81.0741667]",33.9933333,-81.0741667,12861.0,SC,3
9490,Hacienda Heights,hacienda heights,us,"[33.9930556, -117.9677778]",33.9930556,-117.9677778,54289.0,CA,11
9662,Mira Loma,mira loma,us,"[33.9925, -117.5155556]",33.9925,-117.5155556,18827.0,CA,4
22166,Winder,winder,us,"[33.9925, -83.7202778]",33.9925,-83.7202778,12643.0,GA,3
9588,Maywood,maywood,us,"[33.9866667, -118.1844444]",33.9866667,-118.1844444,28965.0,CA,6
9456,Pico Rivera,pico rivera,us,"[33.9830556, -118.0958333]",33.9830556,-118.0958333,66332.0,CA,14
9465,Huntington Park,huntington park,us,"[33.9816667, -118.2241667]",33.9816667,-118.2241667,63831.0,CA,13
105340,Lexington,lexington,us,"[33.9813889, -81.2363889]",33.9813889,-81.2363889,13991.0,SC,3
9423,Whittier,whittier,us,"[33.9791667, -118.0319444]",33.9791667,-118.0319444,85778.0,CA,18
9544,Bell,bell,us,"[33.9775, -118.1861111]",33.9775,-118.1861111,38335.0,CA,8
9496,Rowland Heights,rowland heights,us,"[33.9761111, -117.9044444]",33.9761111,-117.9044444,52377.0,CA,11
9726,Pedley,pedley,us,"[33.9752778, -117.475]",33.9752778,-117.475,12697.0,CA,3
9674,Walnut Park,walnut park,us,"[33.9680556, -118.2241667]",33.9680556,-118.2241667,17168.0,CA,4
105350,Cayce,cayce,us,"[33.9655556, -81.0741667]",33.9655556,-81.0741667,12450.0,SC,3
9519,Bell Gardens,bell gardens,us,"[33.9652778, -118.1505556]",33.9652778,-118.1505556,46119.0,CA,10
9389,Inglewood,inglewood,us,"[33.9616667, -118.3522222]",33.9616667,-118.3522222,116158.0,CA,24
9661,Desert Hot Springs,desert hot springs,us,"[33.9611111, -116.5008333]",33.9611111,-116.5008333,18991.0,CA,4
9478,South Whittier,south whittier,us,"[33.9608333, -118.0408333]",33.9608333,-118.0408333,58952.0,CA,12
9610,Cudahy,cudahy,us,"[33.9605556, -118.1844444]",33.9605556,-118.1844444,25606.0,CA,6
22124,Lawrenceville,lawrenceville,us,"[33.9561111, -83.9880556]",33.9561111,-83.9880556,29368.0,GA,6
9403,South Gate,south gate,us,"[33.9547222, -118.2111111]",33.9547222,-118.2111111,99922.0,CA,20
9352,Riverside,riverside,us,"[33.9533333, -117.3952778]",33.9533333,-117.3952778,297554.0,CA,60
22109,Marietta,marietta,us,"[33.9525, -84.55]",33.9525,-84.55,61360.0,GA,13
9684,Santa Fe Springs,santa fe springs,us,"[33.9472222, -118.0844444]",33.9472222,-118.0844444,16330.0,CA,4
22115,Dunwoody,dunwoody,us,"[33.9461111, -84.3347222]",33.9461111,-84.3347222,35997.0,GA,8
9574,Westmont,westmont,us,"[33.9413889, -118.3013889]",33.9413889,-118.3013889,32377.0,CA,7
22185,Norcross,norcross,us,"[33.9411111, -84.2136111]",33.9411111,-84.2136111,9717.0,GA,2
9391,Downey,downey,us,"[33.94, -118.1316667]",33.94,-118.1316667,111862.0,CA,23
9629,Lennox,lennox,us,"[33.9380556, -118.3516667]",33.9380556,-118.3516667,23387.0,CA,5
9367,Moreno Valley,moreno valley,us,"[33.9375, -117.2297222]",33.9375,-117.2297222,168629.0,CA,34
9476,La Habra,la habra,us,"[33.9319444, -117.9452778]",33.9319444,-117.9452778,59654.0,CA,12
9596,Norco,norco,us,"[33.9311111, -117.5477778]",33.9311111,-117.5477778,27346.0,CA,6
9442,Lynwood,lynwood,us,"[33.9302778, -118.2105556]",33.9302778,-118.2105556,72397.0,CA,15
9665,Beaumont,beaumont,us,"[33.9294444, -116.9763889]",33.9294444,-116.9763889,18593.0,CA,4
9580,Banning,banning,us,"[33.9255556, -116.8755556]",33.9255556,-116.8755556,30411.0,CA,7
9770,East La Mirada,east la mirada,us,"[33.9244444, -117.9880556]",33.9244444,-117.9880556,9764.0,CA,2
22105,Sandy Springs,sandy springs,us,"[33.9241667, -84.3786111]",33.9241667,-84.3786111,94717.0,GA,19
22196,Dallas,dallas,us,"[33.9236111, -84.8408333]",33.9236111,-84.8408333,7995.0,GA,2
9775,West Athens,west athens,us,"[33.9233333, -118.3025]",33.9233333,-118.3025,9355.0,CA,2
105321,Sumter,sumter,us,"[33.9202778, -80.3416667]",33.9202778,-80.3416667,40079.0,SC,9
9680,El Segundo,el segundo,us,"[33.9191667, -118.4155556]",33.9191667,-118.4155556,16710.0,CA,4
9507,La Mirada,la mirada,us,"[33.9172222, -118.0111111]",33.9172222,-118.0111111,49963.0,CA,10
9563,Willowbrook,willowbrook,us,"[33.9169444, -118.2541667]",33.9169444,-118.2541667,35321.0,CA,8
9541,Brea,brea,us,"[33.9166667, -117.8991667]",33.9166667,-117.8991667,39542.0,CA,8
9420,Hawthorne,hawthorne,us,"[33.9163889, -118.3516667]",33.9163889,-118.3516667,87083.0,CA,18
114584,Wichita Falls,wichita falls,us,"[33.9136111, -98.4930556]",33.9136111,-98.4930556,101212.0,TX,21
9394,Norwalk,norwalk,us,"[33.9022222, -118.0808333]",33.9022222,-118.0808333,109111.0,CA,22
22183,Doraville,doraville,us,"[33.8980556, -84.2833333]",33.8980556,-84.2833333,10065.0,GA,3
9405,Compton,compton,us,"[33.8958333, -118.2191667]",33.8958333,-118.2191667,96749.0,CA,20
9434,Chino Hills,chino hills,us,"[33.8936111, -117.7263889]",33.8936111,-117.7263889,78211.0,CA,16
22193,Chamblee,chamblee,us,"[33.8919444, -84.2988889]",33.8919444,-84.2988889,8887.0,GA,2
22174,Lilburn,lilburn,us,"[33.89, -84.1430556]",33.89,-84.1430556,11347.0,GA,3
9481,Paramount,paramount,us,"[33.8894444, -118.1588889]",33.8894444,-118.1588889,57275.0,CA,12
9786,Alondra Park,alondra park,us,"[33.8894444, -118.33]",33.8894444,-118.33,8028.0,CA,2
9462,Yorba Linda,yorba linda,us,"[33.8886111, -117.8122222]",33.8886111,-117.8122222,64778.0,CA,13
9475,Gardena,gardena,us,"[33.8883333, -118.3080556]",33.8883333,-118.3080556,60915.0,CA,13
9573,Lawndale,lawndale,us,"[33.8872222, -118.3516667]",33.8872222,-118.3516667,32841.0,CA,7
9550,Manhattan Beach,manhattan beach,us,"[33.8847222, -118.41]",33.8847222,-118.41,37174.0,CA,8
22111,Smyrna,smyrna,us,"[33.8838889, -84.5144444]",33.8838889,-84.5144444,46561.0,GA,10
9437,Bellflower,bellflower,us,"[33.8816667, -118.1161111]",33.8816667,-118.1161111,75847.0,CA,16
9372,Corona,corona,us,"[33.8752778, -117.5655556]",33.8752778,-117.5655556,152954.0,CA,31
9509,Placentia,placentia,us,"[33.8722222, -117.8694444]",33.8722222,-117.8694444,49160.0,CA,10
9378,Fullerton,fullerton,us,"[33.8702778, -117.9244444]",33.8702778,-117.9244444,135353.0,CA,28
9432,Buena Park,buena park,us,"[33.8675, -117.9972222]",33.8675,-117.9972222,79157.0,CA,16
9675,Artesia,artesia,us,"[33.8658333, -118.0822222]",33.8658333,-118.0822222,16992.0,CA,4
22113,North Atlanta,north atlanta,us,"[33.865, -84.3366667]",33.865,-84.3366667,44493.0,GA,9
9655,Hermosa Beach,hermosa beach,us,"[33.8622222, -118.3986111]",33.8622222,-118.3986111,19825.0,CA,4
22159,Powder Springs,powder springs,us,"[33.8594444, -84.6838889]",33.8594444,-84.6838889,14616.0,GA,3
9492,Cerritos,cerritos,us,"[33.8583333, -118.0638889]",33.8583333,-118.0638889,53305.0,CA,11
22141,Snellville,snellville,us,"[33.8572222, -84.02]",33.8572222,-84.02,18687.0,GA,4
22128,Tucker,tucker,us,"[33.8544444, -84.2172222]",33.8544444,-84.2172222,26597.0,GA,6
9428,Lakewood,lakewood,us,"[33.8536111, -118.1330556]",33.8536111,-118.1330556,82115.0,CA,17
9454,Redondo Beach,redondo beach,us,"[33.8491667, -118.3875]",33.8491667,-118.3875,67791.0,CA,14
9688,La Palma,la palma,us,"[33.8463889, -118.0458333]",33.8463889,-118.0458333,16169.0,CA,4
22188,Loganville,loganville,us,"[33.8388889, -83.9008333]",33.8388889,-83.9008333,9423.0,GA,2
105344,Conway,conway,us,"[33.8358333, -79.0480556]",33.8358333,-79.0480556,13340.0,SC,3
9374,Torrance,torrance,us,"[33.8358333, -118.3397222]",33.8358333,-118.3397222,144963.0,CA,29
9351,Anaheim,anaheim,us,"[33.8352778, -117.9136111]",33.8352778,-117.9136111,333689.0,CA,67
9695,Hawaiian Gardens,hawaiian gardens,us,"[33.8313889, -118.0719444]",33.8313889,-118.0719444,15652.0,CA,4
9408,Carson,carson,us,"[33.8313889, -118.2811111]",33.8313889,-118.2811111,95767.0,CA,20
39,Jasper,jasper,us,"[33.8311111, -87.2775]",33.8311111,-87.2775,13831.0,AL,3
9516,Palm Springs,palm springs,us,"[33.8302778, -116.5444444]",33.8302778,-116.5444444,46680.0,CA,10
9646,West Carson,west carson,us,"[33.8216667, -118.2916667]",33.8216667,-118.2916667,21947.0,CA,5
22123,Mableton,mableton,us,"[33.8186111, -84.5825]",33.8186111,-84.5825,31476.0,GA,7
9515,Cypress,cypress,us,"[33.8169444, -118.0363889]",33.8169444,-118.0363889,47371.0,CA,10
22134,North Druid Hills,north druid hills,us,"[33.8166667, -84.3133333]",33.8166667,-84.3133333,21320.0,GA,5
105343,North Myrtle Beach,north myrtle beach,us,"[33.8158333, -78.6802778]",33.8158333,-78.6802778,13385.0,SC,3
57,Jacksonville,jacksonville,us,"[33.8136111, -85.7613889]",33.8136111,-85.7613889,8603.0,AL,2
22198,Austell,austell,us,"[33.8125, -84.6344444]",33.8125,-84.6344444,6945.0,GA,2
9758,Signal Hill,signal hill,us,"[33.8044444, -118.1669444]",33.8044444,-118.1669444,10576.0,CA,3
9738,Los Alamitos,los alamitos,us,"[33.8030556, -118.0716667]",33.8030556,-118.0716667,11718.0,CA,3
9547,Stanton,stanton,us,"[33.8025, -117.9922222]",33.8025,-117.9922222,37914.0,CA,8
9708,Palos Verdes Estates,palos verdes estates,us,"[33.8005556, -118.3891667]",33.8005556,-118.3891667,14036.0,CA,3
22169,Monroe,monroe,us,"[33.7947222, -83.7133333]",33.7947222,-83.7133333,12189.0,GA,3
22202,Lithia Springs,lithia springs,us,"[33.7938889, -84.6605556]",33.7938889,-84.6605556,2012.0,GA,1
9653,Lomita,lomita,us,"[33.7922222, -118.3141667]",33.7922222,-118.3141667,20751.0,CA,5
22153,North Decatur,north decatur,us,"[33.7902778, -84.3061111]",33.7902778,-84.3061111,15765.0,GA,4
9380,Orange,orange,us,"[33.7877778, -117.8522222]",33.7877778,-117.8522222,133874.0,CA,27
9754,Rossmoor,rossmoor,us,"[33.7855556, -118.0841667]",33.7855556,-118.0841667,10651.0,CA,3
9584,San Jacinto,san jacinto,us,"[33.7838889, -116.9577778]",33.7838889,-116.9577778,29376.0,CA,6
9518,Perris,perris,us,"[33.7825, -117.2277778]",33.7825,-117.2277778,46318.0,CA,10
22164,Druid Hills,druid hills,us,"[33.7802778, -84.3361111]",33.7802778,-84.3361111,12874.0,GA,3
9493,Cathedral City,cathedral city,us,"[33.7797222, -116.4644444]",33.7797222,-116.4644444,52991.0,CA,11
22146,Decatur,decatur,us,"[33.7747222, -84.2963889]",33.7747222,-84.2963889,17458.0,GA,4
9369,Garden Grove,garden grove,us,"[33.7738889, -117.9405556]",33.7738889,-117.9405556,167232.0,CA,34
66694,Grenada,grenada,us,"[33.7688889, -89.8083333]",33.7688889,-89.8083333,14558.0,MS,3
9346,Long Beach,long beach,us,"[33.7669444, -118.1883333]",33.7669444,-118.1883333,482618.0,CA,97
9617,Tustin Foothills,tustin foothills,us,"[33.7644444, -117.7930556]",33.7644444,-117.7930556,24257.0,CA,5
9415,Westminster,westminster,us,"[33.7591667, -118.0058333]",33.7591667,-118.0058333,89868.0,CA,18
114673,Denison,denison,us,"[33.7555556, -96.5363889]",33.7555556,-96.5363889,23680.0,TX,5
22139,Belvedere Park,belvedere park,us,"[33.7547222, -84.2675]",33.7547222,-84.2675,19149.0,GA,4
22121,Douglasville,douglasville,us,"[33.7513889, -84.7477778]",33.7513889,-84.7477778,31791.0,GA,7
22102,Atlanta,atlanta,us,"[33.7488889, -84.3880556]",33.7488889,-84.3880556,422908.0,GA,85
9449,Hemet,hemet,us,"[33.7475, -116.9711111]",33.7475,-116.9711111,69039.0,CA,14
9450,Tustin,tustin,us,"[33.7458333, -117.8252778]",33.7458333,-117.8252778,68728.0,CA,14
9350,Santa Ana,santa ana,us,"[33.7455556, -117.8669444]",33.7455556,-117.8669444,343054.0,CA,69
22114,Redan,redan,us,"[33.7452778, -84.1316667]",33.7452778,-84.1316667,39044.0,GA,8
9530,Rancho Palos Verdes,rancho palos verdes,us,"[33.7444444, -118.3861111]",33.7444444,-118.3861111,42693.0,CA,9
66697,Cleveland,cleveland,us,"[33.7438889, -90.7247222]",33.7438889,-90.7247222,12763.0,MS,3
9616,Seal Beach,seal beach,us,"[33.7413889, -118.1038889]",33.7413889,-118.1038889,24404.0,CA,5
9711,East Hemet,east hemet,us,"[33.74, -116.9380556]",33.74,-116.9380556,13876.0,CA,3
9678,Rancho Mirage,rancho mirage,us,"[33.7397222, -116.4119444]",33.7397222,-116.4119444,16742.0,CA,4
22175,Villa Rica,villa rica,us,"[33.7319444, -84.9191667]",33.7319444,-84.9191667,11328.0,GA,3
9512,Palm Desert,palm desert,us,"[33.7222222, -116.3736111]",33.7222222,-116.3736111,48531.0,CA,10
9458,Indio,indio,us,"[33.7205556, -116.2147222]",33.7205556,-116.2147222,65955.0,CA,14
9656,Sun City,sun city,us,"[33.7091667, -117.1963889]",33.7091667,-117.1963889,19579.0,CA,4
9484,Fountain Valley,fountain valley,us,"[33.7091667, -117.9527778]",33.7091667,-117.9527778,56133.0,CA,12
22165,Panthersville,panthersville,us,"[33.7072222, -84.2719444]",33.7072222,-84.2719444,12675.0,GA,3
22191,Gresham Park,gresham park,us,"[33.7033333, -84.3144444]",33.7033333,-84.3144444,9216.0,GA,2
105329,Myrtle Beach,myrtle beach,us,"[33.6888889, -78.8869444]",33.6888889,-78.8869444,25310.0,SC,6
9740,Canyon Lake,canyon lake,us,"[33.685, -117.2722222]",33.685,-117.2722222,11582.0,CA,3
105337,Socastee,socastee,us,"[33.6833333, -78.9986111]",33.6833333,-78.9986111,16431.0,SC,4
9579,Coachella,coachella,us,"[33.6802778, -116.1730556]",33.6802778,-116.1730556,30755.0,CA,7
22116,East Point,east point,us,"[33.6794444, -84.4394444]",33.6794444,-84.4394444,35786.0,GA,8
9361,Irvine,irvine,us,"[33.6694444, -117.8222222]",33.6694444,-117.8222222,189297.0,CA,38
9537,Lake Elsinore,lake elsinore,us,"[33.6680556, -117.3263889]",33.6680556,-117.3263889,40630.0,CA,9
22167,Conyers,conyers,us,"[33.6675, -84.0177778]",33.6675,-84.0177778,12528.0,GA,3
4290,Hope,hope,us,"[33.6669444, -93.5913889]",33.6669444,-93.5913889,10382.0,AR,3
9548,La Quinta,la quinta,us,"[33.6633333, -116.3091667]",33.6633333,-116.3091667,37690.0,CA,8
7440,Sun City West,sun city west,us,"[33.6619444, -112.3405556]",33.6619444,-112.3405556,32813.0,AZ,7
114658,Paris,paris,us,"[33.6608333, -95.5552778]",33.6608333,-95.5552778,27022.0,TX,6
9360,Huntington Beach,huntington beach,us,"[33.6602778, -117.9983333]",33.6602778,-117.9983333,195968.0,CA,40
47,Gardendale,gardendale,us,"[33.66, -86.8127778]",33.66,-86.8127778,12370.0,AL,3
20,Anniston,anniston,us,"[33.6597222, -85.8316667]",33.6597222,-85.8316667,23423.0,AL,5
22143,College Park,college park,us,"[33.6533333, -84.4494444]",33.6533333,-84.4494444,17957.0,GA,4
9436,Lake Forest,lake forest,us,"[33.6469444, -117.6883333]",33.6469444,-117.6883333,76733.0,CA,16
9393,Costa Mesa,costa mesa,us,"[33.6411111, -117.9177778]",33.6411111,-117.9177778,109250.0,CA,22
9501,Rancho Santa Margarita,rancho santa margarita,us,"[33.6408333, -117.6022222]",33.6408333,-117.6022222,51344.0,CA,11
114631,Sherman,sherman,us,"[33.6355556, -96.6086111]",33.6355556,-96.6086111,37108.0,TX,8
7429,Surprise,surprise,us,"[33.6305556, -112.3325]",33.6305556,-112.3325,65450.0,AZ,14
4296,Monticello,monticello,us,"[33.6288889, -91.7908333]",33.6288889,-91.7908333,8954.0,AR,2
114705,Gainesville,gainesville,us,"[33.6258333, -97.1330556]",33.6258333,-97.1330556,16301.0,TX,4
22135,Forest Park,forest park,us,"[33.6219444, -84.3691667]",33.6219444,-84.3691667,21153.0,GA,5
31,Trussville,trussville,us,"[33.6197222, -86.6088889]",33.6197222,-86.6088889,15903.0,AL,4
9433,Newport Beach,newport beach,us,"[33.6188889, -117.9280556]",33.6188889,-117.9280556,78702.0,CA,16
30,Oxford,oxford,us,"[33.6141667, -85.835]",33.6141667,-85.835,16058.0,AL,4
7442,El Mirage,el mirage,us,"[33.6130556, -112.3238889]",33.6130556,-112.3238889,32308.0,AZ,7
9578,Laguna Hills,laguna hills,us,"[33.6125, -117.7119444]",33.6125,-117.7119444,30843.0,CA,7
7447,Fountain Hills,fountain hills,us,"[33.6116667, -111.7166667]",33.6116667,-111.7166667,23116.0,AZ,5
9654,Laguna Woods,laguna woods,us,"[33.6102778, -117.7244444]",33.6102778,-117.7244444,19862.0,CA,4
9638,Blythe,blythe,us,"[33.6102778, -114.5955556]",33.6102778,-114.5955556,22483.0,CA,5
9534,Aliso Viejo,aliso viejo,us,"[33.6083333, -117.7444444]",33.6083333,-117.7444444,41314.0,CA,9
66700,West Point,west point,us,"[33.6075, -88.6502778]",33.6075,-88.6502778,11674.0,MS,3
9407,Mission Viejo,mission viejo,us,"[33.6, -117.6711111]",33.6,-117.6711111,96287.0,CA,20
9682,Wildomar,wildomar,us,"[33.5988889, -117.2791667]",33.5988889,-117.2791667,16442.0,CA,4
7434,Sun City,sun city,us,"[33.5975, -112.2711111]",33.5975,-112.2711111,41078.0,AZ,9
22160,Covington,covington,us,"[33.5966667, -83.8602778]",33.5966667,-83.8602778,14379.0,GA,3
114743,Levelland,levelland,us,"[33.5872222, -102.3775]",33.5872222,-102.3775,12865.0,TX,3
22161,Union City,union city,us,"[33.5869444, -84.5425]",33.5869444,-84.5425,14196.0,GA,3
52,Pell City,pell city,us,"[33.5861111, -86.2861111]",33.5861111,-86.2861111,10773.0,AL,3
4287,Camden,camden,us,"[33.5844444, -92.8341667]",33.5844444,-92.8341667,12218.0,AR,3
7424,Peoria,peoria,us,"[33.5805556, -112.2366667]",33.5805556,-112.2366667,139368.0,AZ,28
22133,Carrollton,carrollton,us,"[33.58, -85.0766667]",33.58,-85.0766667,21353.0,GA,5
114570,Lubbock,lubbock,us,"[33.5777778, -101.8547222]",33.5777778,-101.8547222,211387.0,TX,43
114756,Bonham,bonham,us,"[33.5772222, -96.1780556]",33.5772222,-96.1780556,10782.0,TX,3
22150,Riverdale,riverdale,us,"[33.5725, -84.4133333]",33.5725,-84.4133333,16090.0,GA,4
22195,Fairburn,fairburn,us,"[33.5669444, -84.5811111]",33.5669444,-84.5811111,8205.0,GA,2
105327,Aiken,aiken,us,"[33.5602778, -81.7197222]",33.5602778,-81.7197222,27237.0,SC,6
9417,Murrieta,murrieta,us,"[33.5538889, -117.2130556]",33.5538889,-117.2130556,88714.0,CA,18
51,Leeds,leeds,us,"[33.5480556, -86.5444444]",33.5480556,-86.5444444,11167.0,AL,3
22168,Stockbridge,stockbridge,us,"[33.5441667, -84.2338889]",33.5441667,-84.2338889,12379.0,GA,3
9619,Laguna Beach,laguna beach,us,"[33.5422222, -117.7822222]",33.5422222,-117.7822222,24181.0,CA,5
7419,Glendale,glendale,us,"[33.5386111, -112.1852778]",33.5386111,-112.1852778,240112.0,AZ,49
54,Irondale,irondale,us,"[33.5380556, -86.7072222]",33.5380556,-86.7072222,9652.0,AL,2
22137,Evans,evans,us,"[33.5336111, -82.1308333]",33.5336111,-82.1308333,19779.0,GA,4
7455,Paradise Valley,paradise valley,us,"[33.5311111, -111.9419444]",33.5311111,-111.9419444,14400.0,AZ,3
9457,Laguna Niguel,laguna niguel,us,"[33.5225, -117.7066667]",33.5225,-117.7066667,66291.0,CA,14
0,Birmingham,birmingham,us,"[33.5205556, -86.8025]",33.5205556,-86.8025,231621.0,AL,47
22127,Martinez,martinez,us,"[33.5172222, -82.0758333]",33.5172222,-82.0758333,27195.0,GA,6
66688,Greenwood,greenwood,us,"[33.5161111, -90.1794444]",33.5161111,-90.1794444,17162.0,MS,4
7421,Scottsdale,scottsdale,us,"[33.5091667, -111.8983333]",33.5091667,-111.8983333,225796.0,AZ,46
9564,San Juan Capistrano,san juan capistrano,us,"[33.5016667, -117.6616667]",33.5016667,-117.6616667,35301.0,CA,8
105335,North Augusta,north augusta,us,"[33.5016667, -81.9652778]",33.5016667,-81.9652778,19030.0,SC,4
24,Mountain Brook,mountain brook,us,"[33.5008333, -86.7522222]",33.5008333,-86.7522222,19509.0,AL,4
66680,Columbus,columbus,us,"[33.4955556, -88.4272222]",33.4955556,-88.4272222,24386.0,MS,5
9425,Temecula,temecula,us,"[33.4936111, -117.1475]",33.4936111,-117.1475,85145.0,CA,18
105347,Orangeburg,orangeburg,us,"[33.4916667, -80.8558333]",33.4916667,-80.8558333,12913.0,SC,3
53,Pleasant Grove,pleasant grove,us,"[33.4908333, -86.9702778]",33.4908333,-86.9702778,10440.0,AL,3
